drugname,pt,A,drug_reports,reaction_reports,B,C,D,A_adj,B_adj,C_adj,D_adj,PRR,ROR,ChiSquare,ROR_Lower95,ROR_Upper95,Signal
BIPERIDEN,FOAMING AT MOUTH,8,21,35,13,27,385230,8,13.0,27.0,385230,5435.724867724867,8780.17094017094,33536.89264183842,3368.1820811601674,22888.133681914307,🔴 Strong
ENALAPRIL MALEATE,LOSS OF EMPLOYMENT,8,21,35,13,27,385230,8,13.0,27.0,385230,5435.724867724867,8780.17094017094,33536.89264183842,3368.1820811601674,22888.133681914307,🔴 Strong
CALCIUM GLYCEROPHOSPHATE,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,9,11,67,2,58,385209,9,2.0,58.0,385209,5434.800940438872,29886.905172413797,42334.55881714795,6320.200518571587,141328.91799241985,🔴 Strong
EFINACONAZOLE,TOTAL LUNG CAPACITY DECREASED,9,11,67,2,58,385209,9,2.0,58.0,385209,5434.800940438872,29886.905172413797,42334.55881714795,6320.200518571587,141328.91799241985,🔴 Strong
FINGOLIMOD,CRYPTOCOCCAL CUTANEOUS INFECTION,4,142,6,138,2,385134,4,138.0,2.0,385134,5424.450704225353,5581.652173913043,7230.047112857801,1013.9887090108869,30725.03738324538,🔴 Strong
FINGOLIMOD,UPPER MOTOR NEURONE LESION,4,142,6,138,2,385134,4,138.0,2.0,385134,5424.450704225353,5581.652173913043,7230.047112857801,1013.9887090108869,30725.03738324538,🔴 Strong
PONATINIB,BLAST CELL CRISIS,3,213,4,210,1,385064,3,210.0,1.0,385064,5423.450704225353,5500.914285714286,4066.130381485272,569.8746850897763,53099.49497758164,🔴 Strong
IMATINIB,BK POLYOMAVIRUS TEST POSITIVE,4,284,5,280,1,384993,4,280.0,1.0,384993,5422.450704225353,5499.9,4336.416987382786,612.7812590568361,49363.291652485736,🔴 Strong
ALBUTEROL SULFATE\AMBROXOL HYDROCHLORIDE\GUAIFENESIN,MULTIPLE DRUG THERAPY,3,3,64,0,61,385214,3,0.5,61.0,385214,5413.700234192038,37889.901639344265,18057.04685273506,1878.051000253707,764433.2587588099,🔴 Strong
DEXTROSE\NIKETHAMIDE,MULTIPLE DRUG THERAPY,3,3,64,0,61,385214,3,0.5,61.0,385214,5413.700234192038,37889.901639344265,18057.04685273506,1878.051000253707,764433.2587588099,🔴 Strong
POLYSORBATE,MULTIPLE DRUG THERAPY,3,3,64,0,61,385214,3,0.5,61.0,385214,5413.700234192038,37889.901639344265,18057.04685273506,1878.051000253707,764433.2587588099,🔴 Strong
ULTRAVATE,SUSPECTED COVID-19,3,3,64,0,61,385214,3,0.5,61.0,385214,5413.700234192038,37889.901639344265,18057.04685273506,1878.051000253707,764433.2587588099,🔴 Strong
BUFEXAMAC\LIDOCAINE HYDROCHLORIDE,TOTAL LUNG CAPACITY DECREASED,6,7,67,1,61,385210,6,1.0,61.0,385210,5413.644028103045,37889.50819672131,29567.257905758128,4494.291337240367,319430.74528651306,🔴 Strong
CHLORAMPHENICOL\HYDROCORTISONE ACETATE\METRONIDAZOLE\NATAMYCIN,TOTAL LUNG CAPACITY DECREASED,6,7,67,1,61,385210,6,1.0,61.0,385210,5413.644028103045,37889.50819672131,29567.257905758128,4494.291337240367,319430.74528651306,🔴 Strong
LYPRESSIN,TOTAL LUNG CAPACITY DECREASED,6,7,67,1,61,385210,6,1.0,61.0,385210,5413.644028103045,37889.50819672131,29567.257905758128,4494.291337240367,319430.74528651306,🔴 Strong
PRIVIGEN,COMPLICATIONS OF TRANSPLANTED HEART,5,178,7,173,2,385098,5,173.0,2.0,385098,5408.707865168539,5565.0,7724.008978130476,1072.383310394796,28878.87633070182,🔴 Strong
BECLOMETHASONE DIPROPIONATE\CLOTRIMAZOLE,NEURITIS,4,5,61,1,57,385216,4,1.0,57.0,385216,5407.3403508771935,27032.70175438597,20206.76718589615,2975.387083683325,245603.9982659808,🔴 Strong
CALCIUM LACTATE GLUCONATE,MALIGNANT MELANOMA STAGE 0,4,5,61,1,57,385216,4,1.0,57.0,385216,5407.3403508771935,27032.70175438597,20206.76718589615,2975.387083683325,245603.9982659808,🔴 Strong
IPRATROPIUM BROMIDE\XYLOMETAZOLINE HYDROCHLORIDE,AORTIC STENOSIS,11,14,67,3,56,385208,11,3.0,56.0,385208,5405.489795918367,25221.95238095238,49688.489031081,6851.693012928347,92845.21076859308,🔴 Strong
LUTEIN,AORTIC STENOSIS,11,14,67,3,56,385208,11,3.0,56.0,385208,5405.489795918367,25221.95238095238,49688.489031081,6851.693012928347,92845.21076859308,🔴 Strong
".ALPHA.-TOCOPHEROL ACETATE, D-",MITE ALLERGY,11,16,60,5,49,385213,11,5.0,49.0,385213,5405.461734693878,17295.27755102041,48548.66014420603,5794.047122162557,51626.54346090052,🔴 Strong
PIOGLITAZONE HYDROCHLORIDE,MITE ALLERGY,11,16,60,5,49,385213,11,5.0,49.0,385213,5405.461734693878,17295.27755102041,48548.66014420603,5794.047122162557,51626.54346090052,🔴 Strong
FOSRENOL,DRUG THERAPY,10,23,41,13,31,385224,10,13.0,31.0,385224,5403.295932678822,9558.908188585609,40843.41462737289,3900.231788227049,23427.51167600341,🔴 Strong
FENFLURAMINE HYDROCHLORIDE,LENNOX-GASTAUT SYNDROME,3,214,4,211,1,385063,3,211.0,1.0,385063,5398.093457943925,5474.829383886256,4047.1122499754006,567.1832285593167,52846.69093407388,🔴 Strong
DOBUTAMINE,BACTEROIDES INFECTION,10,51,24,41,14,385213,10,41.0,14.0,385213,5395.336134453782,6711.02787456446,31463.088452330056,2819.102432160717,15975.969733977225,🔴 Strong
SENNA ALATA WHOLE,NORMOCHROMIC NORMOCYTIC ANAEMIA,6,6,72,0,66,385206,6,0.5,66.0,385206,5388.419580419581,70037.45454545454,32100.99991434623,3872.563046310484,1266666.282910487,🔴 Strong
EFINACONAZOLE,SLEEP DISORDER THERAPY,4,11,30,7,26,385241,4,7.0,26.0,385241,5388.34965034965,8466.835164835165,18674.13350857138,2337.134766154827,30673.15532960592,🔴 Strong
NERISONE,MIXED ANXIETY AND DEPRESSIVE DISORDER,4,11,30,7,26,385241,4,7.0,26.0,385241,5388.34965034965,8466.835164835165,18674.13350857138,2337.134766154827,30673.15532960592,🔴 Strong
SOAP,BRAIN NATRIURETIC PEPTIDE INCREASED,12,13,78,1,66,385199,12,1.0,66.0,385199,5388.321678321679,70036.18181818182,54702.958221689805,8977.850219260443,546352.0379462828,🔴 Strong
CARBOXYMETHYLCELLULOSE SODIUM,NASAL MUCOSAL DISORDER,4,26,15,22,11,385241,4,22.0,11.0,385241,5388.1398601398605,6367.619834710744,15799.959272799928,1883.104597170233,21531.773869774228,🔴 Strong
HUMAN IMMUNOGLOBULIN G,FOETAL CHROMOSOME ABNORMALITY,13,1852,13,1839,0,383426,13,1839.0,0.5,383426,5382.877429805616,5420.922240348015,-2495.21151720672,321.4972791649096,91404.81067905451,🟢 Weak
ALLOPURINOL,LYMPHOID TISSUE HYPOPLASIA,3,429,3,426,0,384849,3,426.0,0.5,384849,5382.51048951049,5420.408450704225,2691.272704076146,271.095104668673,108378.30439016772,🔴 Strong
ALLOPURINOL,THYMUS HYPOPLASIA,3,429,3,426,0,384849,3,426.0,0.5,384849,5382.51048951049,5420.408450704225,2691.272704076146,271.095104668673,108378.30439016772,🔴 Strong
ASTRAZENECA COVID-19 VACCINE,CAROTID ARTERY OCCLUSION,26,38,75,12,49,385191,26,12.0,49.0,385191,5379.291084854995,17032.255102040817,4126.433402628582,8133.486957987127,35667.07801456766,🔴 Strong
SMECTA,MENOMETRORRHAGIA,3,5,46,2,43,385230,3,2.0,43.0,385230,5375.902325581395,13438.255813953489,15072.09134790825,2190.3943911751217,82444.84191925442,🔴 Strong
CLOPIDOGREL,HAEMORRHAGE CORONARY ARTERY,6,430,7,424,1,384847,6,424.0,1.0,384847,5369.972093023256,5445.948113207547,4601.202694361457,654.2202328057833,45333.89425232503,🔴 Strong
CAPLACIZUMAB,OLIGOHYDRAMNIOS,4,7,45,3,41,385230,4,3.0,41.0,385230,5369.630662020905,12527.80487804878,19564.317513144662,2718.274765947939,57737.31818009634,🔴 Strong
MAGNESIUM OXIDE,SPIROMETRY ABNORMAL,27,114,44,87,17,385147,27,87.0,17.0,385147,5366.061919504644,7031.081135902637,6392.972457529505,3699.278606023755,13363.71417366246,🔴 Strong
SAFFLOWER,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,14,19,67,5,53,385206,14,5.0,53.0,385206,5356.1330685203575,20350.50566037736,-38337.37354009831,7078.551567928262,58506.754758906405,🟢 Weak
NAFRONYL,LOGORRHOEA,3,4,57,1,54,385220,3,1.0,54.0,385220,5351.027777777777,21401.11111111111,15204.749999698104,2191.453533384436,208997.15636807773,🔴 Strong
CLEMASTINE,LONG QT SYNDROME,3,6,39,3,36,385236,3,3.0,36.0,385236,5351.0,10701.0,14814.11546998504,2089.6588208533185,54799.08962039986,🔴 Strong
ETHINYL ESTRADIOL\GESTODENE,MENIERE'S DISEASE,3,6,39,3,36,385236,3,3.0,36.0,385236,5351.0,10701.0,14814.11546998504,2089.6588208533185,54799.08962039986,🔴 Strong
NEOTIGASON,LYMPHOCYTOSIS,5,8,50,3,45,385225,5,3.0,45.0,385225,5350.972222222223,14267.592592592591,24073.50001364576,3310.4679525088723,61491.06449857939,🔴 Strong
ALLOPURINOL SODIUM,ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
ALLOPURINOL SODIUM,ANTICOAGULANT THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
ASCORBIC ACID\PEG-3350\POTASSIUM CHLORIDE\SODIUM (ASCORBATE/CHLORIDE/SULFATE),ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
BISMUTH,ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
BISMUTH,ANTICOAGULANT THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
MAGNESIUM TRISILICATE,ANTICOAGULANT THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
SODIUM,ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
SODIUM,ANTICOAGULANT THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
TITANIUM,ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
VILANTEROL,ANALGESIC THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
VILANTEROL,ANTICOAGULANT THERAPY,4,8,40,4,36,385234,4,4.0,36.0,385234,5350.972222222223,10700.944444444443,19258.30009138606,2576.4732682499093,44444.55660153942,🔴 Strong
ASCORBIC ACID\PEG-3350\POTASSIUM CHLORIDE\SODIUM (ASCORBATE/CHLORIDE/SULFATE),SLEEP DISORDER THERAPY,3,8,30,5,27,385243,3,5.0,27.0,385243,5350.972222222222,8560.955555555556,14443.35014835648,1948.3058858848483,37617.27588833516,🔴 Strong
MAGNESIUM TRISILICATE,SLEEP DISORDER THERAPY,3,8,30,5,27,385243,3,5.0,27.0,385243,5350.972222222222,8560.955555555556,14443.35014835648,1948.3058858848483,37617.27588833516,🔴 Strong
SODIUM,SLEEP DISORDER THERAPY,3,8,30,5,27,385243,3,5.0,27.0,385243,5350.972222222222,8560.955555555556,14443.35014835648,1948.3058858848483,37617.27588833516,🔴 Strong
TITANIUM,SLEEP DISORDER THERAPY,3,8,30,5,27,385243,3,5.0,27.0,385243,5350.972222222222,8560.955555555556,14443.35014835648,1948.3058858848483,37617.27588833516,🔴 Strong
CALCIUM CARBONATE\MAGNESIUM CARBONATE\MAGNESIUM TRISILICATE,TOTAL LUNG CAPACITY ABNORMAL,4,9,36,5,32,385237,4,5.0,32.0,385237,5350.958333333333,9630.925,19020.296420908828,2472.6261130043104,37512.63317482532,🔴 Strong
ALUMINUM HYDROXIDE\MAGNESIUM HYDROXIDE,DRUG THERAPY,5,10,41,5,36,385232,5,5.0,36.0,385232,5350.944444444444,10700.888888888889,23485.67081894132,2969.4903934075837,38561.84322621869,🔴 Strong
DIANE (CYPROTERONE ACETATE\ETHINYL ESTRADIOL),ALOPECIA AREATA,5,12,35,7,30,385236,5,7.0,30.0,385236,5350.916666666667,9172.285714285714,22926.01205141663,2756.6846519214077,30518.84268512564,🔴 Strong
ACTOS,CAPILLARITIS,7,18,35,11,28,385232,7,11.0,28.0,385232,5350.833333333334,8755.272727272728,29956.18903813655,3165.102873590731,24218.7390395822,🔴 Strong
SODIUM CITRATE,ANTICOAGULANT THERAPY,8,18,40,10,32,385228,8,10.0,32.0,385228,5350.833333333333,9630.7,34236.088959089,3570.753033826079,25975.02028602004,🔴 Strong
ASIAN GINSENG,SLEEP DISORDER THERAPY,6,18,30,12,24,385236,6,12.0,24.0,385236,5350.833333333333,8025.75,25676.400211853528,2784.6701588585543,23131.164334702746,🔴 Strong
POLYETHYLENE GLYCOL 4000,SLEEP DISORDER THERAPY,6,18,30,12,24,385236,6,12.0,24.0,385236,5350.833333333333,8025.75,25676.400211853528,2784.6701588585543,23131.164334702746,🔴 Strong
VILANTEROL TRIFENATATE,ANTICOAGULANT THERAPY,10,24,40,14,30,385224,10,14.0,30.0,385224,5350.75,9172.0,40119.79168405931,3778.161427098409,22266.27570664914,🔴 Strong
PHYLLOCONTIN,GENITAL PAIN,7,24,28,17,21,385233,7,17.0,21.0,385233,5350.75,7553.588235294118,28082.979405966384,2838.8275428038337,20098.683124660827,🔴 Strong
VEMURAFENIB,LANGERHANS' CELL HISTIOCYTOSIS,3,24,12,21,9,385245,3,21.0,9.0,385245,5350.75,6115.0,12035.062768671754,1546.2850139105424,24182.62135609326,🔴 Strong
ACEBUTOLOL,MULTIPLE DRUG THERAPY,16,24,64,8,48,385206,16,8.0,48.0,385206,5350.749999999999,16050.25,-16728.69663447648,6560.752727212248,39265.39160575288,🟢 Weak
SULFADIAZINE,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,16,32,52,16,36,385210,16,16.0,36.0,385210,5350.638888888889,10700.277777777776,-15444.174885060102,4973.689665823053,23020.323384542746,🟢 Weak
VITAMIN B6,EPIDERMAL NECROSIS,11,36,33,25,22,385220,11,25.0,22.0,385220,5350.583333333334,7704.4,39226.30564372285,3382.6870854178683,17547.522978368386,🔴 Strong
VITAMIN B6,BACTEROIDES INFECTION,8,36,24,28,16,385226,8,28.0,16.0,385226,5350.583333333333,6879.035714285715,28527.55583252231,2724.977417451234,17365.697071603445,🔴 Strong
CHLORPROMAZINE,DECREASED EYE CONTACT,4,72,8,68,4,385202,4,68.0,4.0,385202,5350.083333333333,5664.735294117647,10696.389142749022,1388.3190723623268,23113.72550534796,🔴 Strong
EPKINLY,DIFFUSE LARGE B-CELL LYMPHOMA REFRACTORY,33,198,45,165,12,385068,33,165.0,12.0,385068,5348.333333333333,6417.8,5184.59332885503,3257.506178764105,12644.07635156866,🔴 Strong
DOXAZOSIN MESYLATE,ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,17,35,52,18,35,385208,17,18.0,35.0,385208,5346.229387755102,10394.501587301587,-7137.853945743098,4954.111419316114,21809.29214210736,🟢 Weak
SULFADIAZINE\TRIMETHOPRIM,NORMOCHROMIC NORMOCYTIC ANAEMIA,11,13,72,2,61,385204,11,2.0,61.0,385204,5344.155107187894,34731.50819672131,49795.22511329441,7540.010073612905,159983.56100881385,🔴 Strong
SODIUM PHOSPHATE,BACTEROIDES INFECTION,5,19,24,14,19,385240,5,14.0,19.0,385240,5335.997229916897,7241.353383458647,21115.055090320377,2372.7474325599705,22099.781082705995,🔴 Strong
BECLOMETHASONE,NASAL OEDEMA,49,131,76,82,27,385120,49,82.0,27.0,385120,5335.652530392989,8523.432700993677,5444.5708167761295,5081.34626910245,14297.176606545405,🔴 Strong
SEPTRA,PULMONARY VASCULITIS,16,34,50,18,34,385210,16,18.0,34.0,385210,5332.096885813148,10070.849673202614,-15117.79937606721,4744.421777295122,21377.10724320711,🟢 Weak
MAGNESIUM CARBONATE,ANALGESIC THERAPY,12,31,40,19,28,385219,12,19.0,28.0,385219,5325.995391705069,8689.15037593985,44726.20639309153,3857.267105426882,19573.78947117014,🔴 Strong
BUPROPION HYDROCHLORIDE,SUSPECTED SUICIDE,59,237,77,178,18,385023,59,178.0,18.0,385023,5325.227144866385,7089.999063670412,-1534.7892405767625,4099.428452632601,12262.218332061842,🟢 Weak
BIOTIN,ANALGESIC THERAPY,14,39,40,25,26,385213,14,25.0,26.0,385213,5318.881656804733,8296.895384615385,-31288.862231973515,3884.70947235775,17720.365837672773,🟢 Weak
NORTRIPTYLINE,VASCULAR MALFORMATION,9,163,13,154,4,385111,9,154.0,4.0,385111,5316.004601226993,5626.6217532467535,14716.20212264666,1714.5472581764056,18464.858406867137,🔴 Strong
CANDESARTAN CILEXETIL\HYDROCHLOROTHIAZIDE,NEURITIS,17,28,61,11,44,385206,17,11.0,44.0,385206,5315.949675324675,13529.962809917355,-7603.720017046883,5995.121583697575,30534.80919144965,🟢 Weak
HYRIMOZ,THYMOMA BENIGN,6,868,6,862,0,384410,6,862.0,0.5,384410,5314.430875576038,5351.415313225058,2657.253363426621,298.6584082560135,95887.6263415665,🔴 Strong
BECLOMETHASONE DIPROPIONATE\CLOTRIMAZOLE,MYCOTIC ALLERGY,4,5,62,1,58,385215,4,1.0,58.0,385215,5314.110344827586,26566.55172413793,19880.77416679416,2924.84975611396,241305.27355668973,🔴 Strong
FORMOTEROL FUMARATE\MOMETASONE FUROATE,TOTAL LUNG CAPACITY INCREASED,6,15,35,9,29,385234,6,9.0,29.0,385234,5313.972413793103,8855.954022988506,26410.491585466178,2961.903159548246,26478.89462707764,🔴 Strong
XANTOFYL PALMITATE,DRUG THERAPY,12,30,41,18,29,385219,12,18.0,29.0,385219,5313.76551724138,8855.6091954023,45090.029196165066,3915.4947794333702,20028.58352247443,🔴 Strong
WIXELA INHUB,DIASTOLIC HYPERTENSION,4,58,9,54,5,385215,4,54.0,5.0,385215,5313.379310344828,5706.888888888889,11803.341275501016,1491.9461650896694,21829.595163821512,🔴 Strong
SEVOFLURANE,HYPEROSMOLAR STATE,6,145,9,139,3,385130,6,139.0,3.0,385130,5312.179310344827,5541.438848920863,10620.60709197122,1372.1601072945637,22378.98066929981,🔴 Strong
CATAPRES,TEMPERATURE REGULATION DISORDER,15,17,79,2,64,385197,15,2.0,64.0,385197,5311.502757352941,45140.2734375,-28021.998218227654,10116.158021610248,201424.7189159587,🟢 Weak
SPIRIVA,TYMPANOSCLEROSIS,4,290,5,286,1,384987,4,286.0,1.0,384987,5310.179310344827,5384.433566433567,4246.598709768184,599.9557034987137,48323.77567587981,🔴 Strong
MAGNESIUM OXIDE,TOTAL LUNG CAPACITY ABNORMAL,22,114,36,92,14,385150,22,92.0,14.0,385150,5309.278195488721,6578.649068322981,15118.602134958835,3265.0306676095165,13255.196648989862,🔴 Strong
HERBALS,SLEEP DISORDER THERAPY,17,95,30,78,13,385170,17,78.0,13.0,385170,5302.114170040486,6457.485207100592,-4570.945500339101,3033.6393589484337,13745.57429739352,🟢 Weak
JUBLIA,BRONCHOPULMONARY ASPERGILLOSIS ALLERGIC,23,38,67,15,44,385196,23,15.0,44.0,385196,5299.354066985646,13423.49696969697,-17619.844878508815,6570.221646784556,27425.295611396607,🟢 Weak
LIPITOR,NEUROLOGIC NEGLECT SYNDROME,22,123,35,101,13,385142,22,101.0,13.0,385142,5299.193245778612,6453.255140898706,14410.96137507897,3163.63978276132,13163.47775763112,🔴 Strong
HYDROCORTISONE SODIUM SUCCINATE,MECHANICAL VENTILATION COMPLICATION,3,218,4,215,1,385059,3,215.0,1.0,385059,5298.990825688074,5372.916279069767,3972.784506702872,556.6667827512284,51859.0838117135,🔴 Strong
".ALPHA.-TOCOPHEROL ACETATE, D-",NEURITIS,11,16,61,5,50,385212,11,5.0,50.0,385212,5297.3525,16949.328,47752.54378760038,5682.224882915946,50557.61177550592,🔴 Strong
PIOGLITAZONE HYDROCHLORIDE,NEURITIS,11,16,61,5,50,385212,11,5.0,50.0,385212,5297.3525,16949.328,47752.54378760038,5682.224882915946,50557.61177550592,🔴 Strong
CALCITRIOL,BACTEROIDES INFECTION,13,86,24,73,11,385181,13,73.0,11.0,385181,5293.336152219873,6235.80697384807,-28696.71134717061,2705.3085548797367,14373.698166500222,🟢 Weak
ANHYDROUS CITRIC ACID\MAGNESIUM OXIDE\SODIUM PICOSULFATE,APPENDICOLITH,5,13,33,8,28,385237,5,8.0,28.0,385237,5292.101648351649,8599.04017857143,22444.77872952565,2649.789666576732,27905.41940946331,🔴 Strong
LEVOFLOXACIN HEMIHYDRATE,TOTAL LUNG CAPACITY ABNORMAL,15,52,36,37,21,385205,15,37.0,21.0,385205,5291.565934065933,7436.389961389961,-20111.44822280198,3559.370267094672,15536.426813780145,🟢 Weak
CORTENEMA,RADICULOPATHY,7,10,58,3,51,385217,7,3.0,51.0,385217,5287.992156862744,17624.307189542484,32541.09302468787,4433.465920887322,70061.71006028439,🔴 Strong
CHLORAMPHENICOL PALMITATE,MALIGNANT MELANOMA STAGE 0,8,11,61,3,53,385214,8,3.0,53.0,385214,5286.682675814752,19381.83647798742,36738.69435465503,5004.660001983493,75061.16002097259,🔴 Strong
TREPROSTINIL,CHONDRODYSPLASIA PUNCTATA,6,437,7,431,1,384840,6,431.0,1.0,384840,5283.858123569794,5357.401392111369,4527.389382053733,643.6054849943523,44595.25337396517,🔴 Strong
CUPRIC SULFATE ANHYDROUS,DUST ALLERGY,12,12,82,0,70,385196,12,0.5,70.0,385196,5283.648,132067.2,56371.90211995438,7726.14394016976,2257496.81223992,🔴 Strong
GLUCAGON HYDROCHLORIDE,DUST ALLERGY,12,12,82,0,70,385196,12,0.5,70.0,385196,5283.648,132067.2,56371.90211995438,7726.14394016976,2257496.81223992,🔴 Strong
CEFTRIAXONE SODIUM,DRUG THERAPY,24,103,41,79,17,385158,24,79.0,17.0,385158,5279.383209594517,6882.942665673864,-6354.587201989807,3559.937127904036,13307.791131369308,🟢 Weak
DUTASTERIDE,MITE ALLERGY,31,78,60,47,29,385171,31,47.0,29.0,385171,5279.045092838196,8760.308877476156,-609.6712405496754,4897.550024663212,15669.673865978486,🟢 Weak
BICALUTAMIDE,BLOOD CHROMOGRANIN A INCREASED,5,73,10,68,5,385200,5,68.0,5.0,385200,5276.780821917809,5664.705882352941,13187.29480855329,1603.2885379131812,20014.421593339976,🔴 Strong
CERTOLIZUMAB PEGOL,BASFI SCORE INCREASED,15,1093,16,1078,1,384184,15,1078.0,1.0,384184,5272.43824336688,5345.788497217069,-2185.3688610353306,705.4970123647092,40506.84008028807,🟢 Weak
JUBLIA,ANTACID THERAPY,13,38,38,25,25,385215,13,25.0,25.0,385215,5271.705263157895,8012.472,-41003.23197689393,3686.096217719039,17416.72049746734,🟢 Weak
ACETIC ACID\TRIAMCINOLONE,FEMALE GENITAL TRACT FISTULA,4,4,69,0,65,385209,4,0.5,65.0,385209,5268.704273504273,47410.338461538464,22331.188366675688,2481.354217975599,905852.20632927,🔴 Strong
SODIUM STEARATE,FEMALE GENITAL TRACT FISTULA,4,4,69,0,65,385209,4,0.5,65.0,385209,5268.704273504273,47410.338461538464,22331.188366675688,2481.354217975599,905852.20632927,🔴 Strong
VITAMIN E,MYOGLOBIN BLOOD INCREASED,11,35,34,24,23,385220,11,24.0,23.0,385220,5264.190062111801,7676.485507246377,39160.342108050594,3372.868096535017,17471.31167195698,🔴 Strong
AMIFAMPRIDINE,MYASTHENIA GRAVIS CRISIS,5,6,66,1,61,385211,5,1.0,61.0,385211,5263.278688524591,31574.67213114754,24317.65145876177,3635.201365948608,274251.6355567304,🔴 Strong
MEPOLIZUMAB,NEMATODIASIS,3,439,3,436,0,384839,3,436.0,0.5,384839,5259.765375854214,5295.949541284404,2629.8997490092647,264.8795890349135,105886.15621920805,🔴 Strong
